bikes,year,month,day,hourfrom,dayofyear
6,2020,11,17,0,322
1,2020,11,17,1,322
1,2020,11,17,2,322
1,2020,11,17,3,322
5,2020,11,17,4,322
25,2020,11,17,5,322
108,2020,11,17,6,322
285,2020,11,17,7,322
212,2020,11,17,8,322
126,2020,11,17,9,322
76,2020,11,17,10,322
122,2020,11,17,11,322
149,2020,11,17,12,322
157,2020,11,17,13,322
92,2020,11,17,14,322
117,2020,11,17,15,322
186,2020,11,17,16,322
187,2020,11,17,17,322
148,2020,11,17,18,322
87,2020,11,17,19,322
71,2020,11,17,20,322
34,2020,11,17,21,322
32,2020,11,17,22,322
6,2020,11,17,23,322
2,2020,11,18,0,323
1,2020,11,18,1,323
0,2020,11,18,2,323
1,2020,11,18,3,323
5,2020,11,18,4,323
26,2020,11,18,5,323
102,2020,11,18,6,323
281,2020,11,18,7,323
228,2020,11,18,8,323
109,2020,11,18,9,323
71,2020,11,18,10,323
113,2020,11,18,11,323
125,2020,11,18,12,323
150,2020,11,18,13,323
116,2020,11,18,14,323
137,2020,11,18,15,323
192,2020,11,18,16,323
225,2020,11,18,17,323
169,2020,11,18,18,323
82,2020,11,18,19,323
49,2020,11,18,20,323
33,2020,11,18,21,323
25,2020,11,18,22,323
15,2020,11,18,23,323
5,2020,11,19,0,324
6,2020,11,19,1,324
0,2020,11,19,2,324
2,2020,11,19,3,324
6,2020,11,19,4,324
28,2020,11,19,5,324
90,2020,11,19,6,324
277,2020,11,19,7,324
216,2020,11,19,8,324
77,2020,11,19,9,324
70,2020,11,19,10,324
78,2020,11,19,11,324
104,2020,11,19,12,324
123,2020,11,19,13,324
82,2020,11,19,14,324
131,2020,11,19,15,324
199,2020,11,19,16,324
180,2020,11,19,17,324
148,2020,11,19,18,324
98,2020,11,19,19,324
45,2020,11,19,20,324
42,2020,11,19,21,324
27,2020,11,19,22,324
6,2020,11,19,23,324
7,2020,11,20,0,325
5,2020,11,20,1,325
1,2020,11,20,2,325
2,2020,11,20,3,325
3,2020,11,20,4,325
20,2020,11,20,5,325
58,2020,11,20,6,325
213,2020,11,20,7,325
177,2020,11,20,8,325
86,2020,11,20,9,325
68,2020,11,20,10,325
103,2020,11,20,11,325
92,2020,11,20,12,325
105,2020,11,20,13,325
108,2020,11,20,14,325
123,2020,11,20,15,325
174,2020,11,20,16,325
184,2020,11,20,17,325
137,2020,11,20,18,325
74,2020,11,20,19,325
49,2020,11,20,20,325
32,2020,11,20,21,325
30,2020,11,20,22,325
22,2020,11,20,23,325
6,2020,11,21,0,326
9,2020,11,21,1,326
9,2020,11,21,2,326
2,2020,11,21,3,326
3,2020,11,21,4,326
7,2020,11,21,5,326
24,2020,11,21,6,326
17,2020,11,21,7,326
32,2020,11,21,8,326
52,2020,11,21,9,326
50,2020,11,21,10,326
70,2020,11,21,11,326
78,2020,11,21,12,326
73,2020,11,21,13,326
89,2020,11,21,14,326
79,2020,11,21,15,326
118,2020,11,21,16,326
72,2020,11,21,17,326
67,2020,11,21,18,326
39,2020,11,21,19,326
26,2020,11,21,20,326
12,2020,11,21,21,326
17,2020,11,21,22,326
16,2020,11,21,23,326
15,2020,11,22,0,327
9,2020,11,22,1,327
6,2020,11,22,2,327
3,2020,11,22,3,327
2,2020,11,22,4,327
1,2020,11,22,5,327
15,2020,11,22,6,327
10,2020,11,22,7,327
16,2020,11,22,8,327
33,2020,11,22,9,327
29,2020,11,22,10,327
40,2020,11,22,11,327
57,2020,11,22,12,327
72,2020,11,22,13,327
66,2020,11,22,14,327
48,2020,11,22,15,327
91,2020,11,22,16,327
59,2020,11,22,17,327
43,2020,11,22,18,327
21,2020,11,22,19,327
22,2020,11,22,20,327
14,2020,11,22,21,327
24,2020,11,22,22,327
6,2020,11,22,23,327
2,2020,11,23,0,328
1,2020,11,23,1,328
2,2020,11,23,2,328
1,2020,11,23,3,328
5,2020,11,23,4,328
18,2020,11,23,5,328
67,2020,11,23,6,328
271,2020,11,23,7,328
217,2020,11,23,8,328
79,2020,11,23,9,328
65,2020,11,23,10,328
87,2020,11,23,11,328
127,2020,11,23,12,328
131,2020,11,23,13,328
96,2020,11,23,14,328
138,2020,11,23,15,328
160,2020,11,23,16,328
186,2020,11,23,17,328
151,2020,11,23,18,328
63,2020,11,23,19,328
33,2020,11,23,20,328
29,2020,11,23,21,328
20,2020,11,23,22,328
14,2020,11,23,23,328
5,2020,11,24,0,329
1,2020,11,24,1,329
1,2020,11,24,2,329
1,2020,11,24,3,329
5,2020,11,24,4,329
22,2020,11,24,5,329
71,2020,11,24,6,329
264,2020,11,24,7,329
216,2020,11,24,8,329
82,2020,11,24,9,329
68,2020,11,24,10,329
105,2020,11,24,11,329
107,2020,11,24,12,329
135,2020,11,24,13,329
89,2020,11,24,14,329
132,2020,11,24,15,329
177,2020,11,24,16,329
199,2020,11,24,17,329
132,2020,11,24,18,329
79,2020,11,24,19,329
40,2020,11,24,20,329
19,2020,11,24,21,329
27,2020,11,24,22,329
13,2020,11,24,23,329
7,2020,11,25,0,330
1,2020,11,25,1,330
5,2020,11,25,2,330
0,2020,11,25,3,330
9,2020,11,25,4,330
20,2020,11,25,5,330
80,2020,11,25,6,330
243,2020,11,25,7,330
202,2020,11,25,8,330
88,2020,11,25,9,330
91,2020,11,25,10,330
83,2020,11,25,11,330
124,2020,11,25,12,330
160,2020,11,25,13,330
104,2020,11,25,14,330
102,2020,11,25,15,330
185,2020,11,25,16,330
209,2020,11,25,17,330
149,2020,11,25,18,330
56,2020,11,25,19,330
42,2020,11,25,20,330
30,2020,11,25,21,330
26,2020,11,25,22,330
14,2020,11,25,23,330
4,2020,11,26,0,331
2,2020,11,26,1,331
0,2020,11,26,2,331
2,2020,11,26,3,331
4,2020,11,26,4,331
16,2020,11,26,5,331
74,2020,11,26,6,331
213,2020,11,26,7,331
202,2020,11,26,8,331
87,2020,11,26,9,331
77,2020,11,26,10,331
77,2020,11,26,11,331
140,2020,11,26,12,331
134,2020,11,26,13,331
101,2020,11,26,14,331
137,2020,11,26,15,331
188,2020,11,26,16,331
220,2020,11,26,17,331
124,2020,11,26,18,331
82,2020,11,26,19,331
36,2020,11,26,20,331
36,2020,11,26,21,331
19,2020,11,26,22,331
9,2020,11,26,23,331
4,2020,11,27,0,332
6,2020,11,27,1,332
5,2020,11,27,2,332
2,2020,11,27,3,332
11,2020,11,27,4,332
20,2020,11,27,5,332
67,2020,11,27,6,332
198,2020,11,27,7,332
163,2020,11,27,8,332
110,2020,11,27,9,332
79,2020,11,27,10,332
104,2020,11,27,11,332
104,2020,11,27,12,332
141,2020,11,27,13,332
117,2020,11,27,14,332
125,2020,11,27,15,332
171,2020,11,27,16,332
160,2020,11,27,17,332
114,2020,11,27,18,332
57,2020,11,27,19,332
41,2020,11,27,20,332
25,2020,11,27,21,332
19,2020,11,27,22,332
27,2020,11,27,23,332
15,2020,11,28,0,333
4,2020,11,28,1,333
2,2020,11,28,2,333
2,2020,11,28,3,333
3,2020,11,28,4,333
11,2020,11,28,5,333
24,2020,11,28,6,333
13,2020,11,28,7,333
35,2020,11,28,8,333
46,2020,11,28,9,333
56,2020,11,28,10,333
60,2020,11,28,11,333
63,2020,11,28,12,333
87,2020,11,28,13,333
80,2020,11,28,14,333
102,2020,11,28,15,333
93,2020,11,28,16,333
54,2020,11,28,17,333
52,2020,11,28,18,333
39,2020,11,28,19,333
11,2020,11,28,20,333
17,2020,11,28,21,333
13,2020,11,28,22,333
6,2020,11,28,23,333
7,2020,11,29,0,334
11,2020,11,29,1,334
14,2020,11,29,2,334
4,2020,11,29,3,334
5,2020,11,29,4,334
5,2020,11,29,5,334
16,2020,11,29,6,334
12,2020,11,29,7,334
20,2020,11,29,8,334
30,2020,11,29,9,334
33,2020,11,29,10,334
46,2020,11,29,11,334
37,2020,11,29,12,334
31,2020,11,29,13,334
37,2020,11,29,14,334
57,2020,11,29,15,334
52,2020,11,29,16,334
50,2020,11,29,17,334
37,2020,11,29,18,334
18,2020,11,29,19,334
19,2020,11,29,20,334
21,2020,11,29,21,334
14,2020,11,29,22,334
7,2020,11,29,23,334
6,2020,11,30,0,335
0,2020,11,30,1,335
1,2020,11,30,2,335
2,2020,11,30,3,335
11,2020,11,30,4,335
26,2020,11,30,5,335
75,2020,11,30,6,335
215,2020,11,30,7,335
193,2020,11,30,8,335
77,2020,11,30,9,335
37,2020,11,30,10,335
79,2020,11,30,11,335
127,2020,11,30,12,335
101,2020,11,30,13,335
103,2020,11,30,14,335
122,2020,11,30,15,335
156,2020,11,30,16,335
183,2020,11,30,17,335
137,2020,11,30,18,335
68,2020,11,30,19,335
40,2020,11,30,20,335
21,2020,11,30,21,335
25,2020,11,30,22,335
9,2020,11,30,23,335
3,2020,12,1,0,336
3,2020,12,1,1,336
5,2020,12,1,2,336
3,2020,12,1,3,336
5,2020,12,1,4,336
16,2020,12,1,5,336
54,2020,12,1,6,336
132,2020,12,1,7,336
85,2020,12,1,8,336
43,2020,12,1,9,336
20,2020,12,1,10,336
51,2020,12,1,11,336
59,2020,12,1,12,336
57,2020,12,1,13,336
41,2020,12,1,14,336
65,2020,12,1,15,336
125,2020,12,1,16,336
122,2020,12,1,17,336
98,2020,12,1,18,336
43,2020,12,1,19,336
26,2020,12,1,20,336
16,2020,12,1,21,336
18,2020,12,1,22,336
13,2020,12,1,23,336
1,2020,12,2,0,337
3,2020,12,2,1,337
2,2020,12,2,2,337
2,2020,12,2,3,337
6,2020,12,2,4,337
16,2020,12,2,5,337
68,2020,12,2,6,337
190,2020,12,2,7,337
135,2020,12,2,8,337
97,2020,12,2,9,337
64,2020,12,2,10,337
91,2020,12,2,11,337
101,2020,12,2,12,337
105,2020,12,2,13,337
90,2020,12,2,14,337
90,2020,12,2,15,337
135,2020,12,2,16,337
162,2020,12,2,17,337
113,2020,12,2,18,337
59,2020,12,2,19,337
39,2020,12,2,20,337
35,2020,12,2,21,337
25,2020,12,2,22,337
11,2020,12,2,23,337
4,2020,12,3,0,338
2,2020,12,3,1,338
1,2020,12,3,2,338
0,2020,12,3,3,338
12,2020,12,3,4,338
14,2020,12,3,5,338
76,2020,12,3,6,338
215,2020,12,3,7,338
183,2020,12,3,8,338
78,2020,12,3,9,338
73,2020,12,3,10,338
73,2020,12,3,11,338
95,2020,12,3,12,338
132,2020,12,3,13,338
90,2020,12,3,14,338
96,2020,12,3,15,338
195,2020,12,3,16,338
180,2020,12,3,17,338
126,2020,12,3,18,338
89,2020,12,3,19,338
32,2020,12,3,20,338
36,2020,12,3,21,338
16,2020,12,3,22,338
16,2020,12,3,23,338
4,2020,12,4,0,339
4,2020,12,4,1,339
0,2020,12,4,2,339
2,2020,12,4,3,339
9,2020,12,4,4,339
15,2020,12,4,5,339
50,2020,12,4,6,339
140,2020,12,4,7,339
32,2020,12,4,8,339
50,2020,12,4,9,339
48,2020,12,4,10,339
77,2020,12,4,11,339
92,2020,12,4,12,339
91,2020,12,4,13,339
81,2020,12,4,14,339
98,2020,12,4,15,339
119,2020,12,4,16,339
118,2020,12,4,17,339
75,2020,12,4,18,339
43,2020,12,4,19,339
29,2020,12,4,20,339
21,2020,12,4,21,339
26,2020,12,4,22,339
13,2020,12,4,23,339
2,2020,12,5,0,340
7,2020,12,5,1,340
5,2020,12,5,2,340
0,2020,12,5,3,340
3,2020,12,5,4,340
4,2020,12,5,5,340
19,2020,12,5,6,340
19,2020,12,5,7,340
24,2020,12,5,8,340
46,2020,12,5,9,340
37,2020,12,5,10,340
49,2020,12,5,11,340
58,2020,12,5,12,340
62,2020,12,5,13,340
75,2020,12,5,14,340
77,2020,12,5,15,340
64,2020,12,5,16,340
68,2020,12,5,17,340
65,2020,12,5,18,340
30,2020,12,5,19,340
10,2020,12,5,20,340
18,2020,12,5,21,340
17,2020,12,5,22,340
11,2020,12,5,23,340
6,2020,12,6,0,341
14,2020,12,6,1,341
9,2020,12,6,2,341
0,2020,12,6,3,341
4,2020,12,6,4,341
4,2020,12,6,5,341
5,2020,12,6,6,341
3,2020,12,6,7,341
5,2020,12,6,8,341
17,2020,12,6,9,341
30,2020,12,6,10,341
21,2020,12,6,11,341
42,2020,12,6,12,341
28,2020,12,6,13,341
50,2020,12,6,14,341
37,2020,12,6,15,341
52,2020,12,6,16,341
52,2020,12,6,17,341
31,2020,12,6,18,341
27,2020,12,6,19,341
24,2020,12,6,20,341
15,2020,12,6,21,341
13,2020,12,6,22,341
3,2020,12,6,23,341
4,2020,12,7,0,342
0,2020,12,7,1,342
2,2020,12,7,2,342
0,2020,12,7,3,342
6,2020,12,7,4,342
17,2020,12,7,5,342
62,2020,12,7,6,342
197,2020,12,7,7,342
174,2020,12,7,8,342
75,2020,12,7,9,342
52,2020,12,7,10,342
64,2020,12,7,11,342
95,2020,12,7,12,342
100,2020,12,7,13,342
96,2020,12,7,14,342
106,2020,12,7,15,342
143,2020,12,7,16,342
149,2020,12,7,17,342
113,2020,12,7,18,342
61,2020,12,7,19,342
30,2020,12,7,20,342
25,2020,12,7,21,342
26,2020,12,7,22,342
15,2020,12,7,23,342
0,2020,12,8,0,343
4,2020,12,8,1,343
2,2020,12,8,2,343
2,2020,12,8,3,343
9,2020,12,8,4,343
15,2020,12,8,5,343
75,2020,12,8,6,343
219,2020,12,8,7,343
199,2020,12,8,8,343
88,2020,12,8,9,343
55,2020,12,8,10,343
93,2020,12,8,11,343
107,2020,12,8,12,343
129,2020,12,8,13,343
96,2020,12,8,14,343
113,2020,12,8,15,343
157,2020,12,8,16,343
202,2020,12,8,17,343
119,2020,12,8,18,343
74,2020,12,8,19,343
34,2020,12,8,20,343
21,2020,12,8,21,343
15,2020,12,8,22,343
10,2020,12,8,23,343
3,2020,12,9,0,344
1,2020,12,9,1,344
5,2020,12,9,2,344
2,2020,12,9,3,344
6,2020,12,9,4,344
9,2020,12,9,5,344
65,2020,12,9,6,344
169,2020,12,9,7,344
139,2020,12,9,8,344
71,2020,12,9,9,344
45,2020,12,9,10,344
73,2020,12,9,11,344
104,2020,12,9,12,344
105,2020,12,9,13,344
74,2020,12,9,14,344
72,2020,12,9,15,344
104,2020,12,9,16,344
122,2020,12,9,17,344
82,2020,12,9,18,344
51,2020,12,9,19,344
31,2020,12,9,20,344
24,2020,12,9,21,344
13,2020,12,9,22,344
7,2020,12,9,23,344
6,2020,12,10,0,345
0,2020,12,10,1,345
2,2020,12,10,2,345
2,2020,12,10,3,345
9,2020,12,10,4,345
15,2020,12,10,5,345
71,2020,12,10,6,345
221,2020,12,10,7,345
190,2020,12,10,8,345
89,2020,12,10,9,345
62,2020,12,10,10,345
103,2020,12,10,11,345
97,2020,12,10,12,345
132,2020,12,10,13,345
86,2020,12,10,14,345
123,2020,12,10,15,345
146,2020,12,10,16,345
189,2020,12,10,17,345
132,2020,12,10,18,345
62,2020,12,10,19,345
35,2020,12,10,20,345
24,2020,12,10,21,345
20,2020,12,10,22,345
9,2020,12,10,23,345
4,2020,12,11,0,346
0,2020,12,11,1,346
3,2020,12,11,2,346
1,2020,12,11,3,346
9,2020,12,11,4,346
11,2020,12,11,5,346
51,2020,12,11,6,346
163,2020,12,11,7,346
162,2020,12,11,8,346
83,2020,12,11,9,346
82,2020,12,11,10,346
70,2020,12,11,11,346
104,2020,12,11,12,346
120,2020,12,11,13,346
76,2020,12,11,14,346
87,2020,12,11,15,346
110,2020,12,11,16,346
131,2020,12,11,17,346
100,2020,12,11,18,346
47,2020,12,11,19,346
21,2020,12,11,20,346
26,2020,12,11,21,346
18,2020,12,11,22,346
10,2020,12,11,23,346
6,2020,12,12,0,347
15,2020,12,12,1,347
2,2020,12,12,2,347
1,2020,12,12,3,347
3,2020,12,12,4,347
6,2020,12,12,5,347
11,2020,12,12,6,347
10,2020,12,12,7,347
26,2020,12,12,8,347
32,2020,12,12,9,347
39,2020,12,12,10,347
50,2020,12,12,11,347
62,2020,12,12,12,347
68,2020,12,12,13,347
60,2020,12,12,14,347
48,2020,12,12,15,347
76,2020,12,12,16,347
36,2020,12,12,17,347
35,2020,12,12,18,347
17,2020,12,12,19,347
10,2020,12,12,20,347
16,2020,12,12,21,347
16,2020,12,12,22,347
16,2020,12,12,23,347
13,2020,12,13,0,348
1,2020,12,13,1,348
2,2020,12,13,2,348
1,2020,12,13,3,348
1,2020,12,13,4,348
5,2020,12,13,5,348
6,2020,12,13,6,348
7,2020,12,13,7,348
13,2020,12,13,8,348
13,2020,12,13,9,348
20,2020,12,13,10,348
28,2020,12,13,11,348
41,2020,12,13,12,348
43,2020,12,13,13,348
57,2020,12,13,14,348
55,2020,12,13,15,348
57,2020,12,13,16,348
51,2020,12,13,17,348
29,2020,12,13,18,348
25,2020,12,13,19,348
21,2020,12,13,20,348
12,2020,12,13,21,348
13,2020,12,13,22,348
13,2020,12,13,23,348
4,2020,12,14,0,349
1,2020,12,14,1,349
1,2020,12,14,2,349
1,2020,12,14,3,349
6,2020,12,14,4,349
24,2020,12,14,5,349
71,2020,12,14,6,349
216,2020,12,14,7,349
199,2020,12,14,8,349
90,2020,12,14,9,349
60,2020,12,14,10,349
83,2020,12,14,11,349
110,2020,12,14,12,349
133,2020,12,14,13,349
120,2020,12,14,14,349
126,2020,12,14,15,349
169,2020,12,14,16,349
178,2020,12,14,17,349
107,2020,12,14,18,349
55,2020,12,14,19,349
26,2020,12,14,20,349
19,2020,12,14,21,349
20,2020,12,14,22,349
6,2020,12,14,23,349
2,2020,12,15,0,350
0,2020,12,15,1,350
0,2020,12,15,2,350
1,2020,12,15,3,350
4,2020,12,15,4,350
29,2020,12,15,5,350
68,2020,12,15,6,350
181,2020,12,15,7,350
151,2020,12,15,8,350
70,2020,12,15,9,350
48,2020,12,15,10,350
74,2020,12,15,11,350
72,2020,12,15,12,350
91,2020,12,15,13,350
73,2020,12,15,14,350
79,2020,12,15,15,350
144,2020,12,15,16,350
138,2020,12,15,17,350
92,2020,12,15,18,350
51,2020,12,15,19,350
30,2020,12,15,20,350
14,2020,12,15,21,350
16,2020,12,15,22,350
7,2020,12,15,23,350
3,2020,12,16,0,351
3,2020,12,16,1,351
1,2020,12,16,2,351
3,2020,12,16,3,351
4,2020,12,16,4,351
26,2020,12,16,5,351
87,2020,12,16,6,351
196,2020,12,16,7,351
190,2020,12,16,8,351
89,2020,12,16,9,351
66,2020,12,16,10,351
93,2020,12,16,11,351
118,2020,12,16,12,351
131,2020,12,16,13,351
111,2020,12,16,14,351
120,2020,12,16,15,351
122,2020,12,16,16,351
184,2020,12,16,17,351
123,2020,12,16,18,351
65,2020,12,16,19,351
51,2020,12,16,20,351
25,2020,12,16,21,351
24,2020,12,16,22,351
19,2020,12,16,23,351
10,2020,12,17,0,352
2,2020,12,17,1,352
2,2020,12,17,2,352
2,2020,12,17,3,352
6,2020,12,17,4,352
21,2020,12,17,5,352
58,2020,12,17,6,352
211,2020,12,17,7,352
194,2020,12,17,8,352
94,2020,12,17,9,352
72,2020,12,17,10,352
90,2020,12,17,11,352
96,2020,12,17,12,352
128,2020,12,17,13,352
113,2020,12,17,14,352
132,2020,12,17,15,352
160,2020,12,17,16,352
162,2020,12,17,17,352
141,2020,12,17,18,352
70,2020,12,17,19,352
48,2020,12,17,20,352
17,2020,12,17,21,352
26,2020,12,17,22,352
12,2020,12,17,23,352
4,2020,12,18,0,353
3,2020,12,18,1,353
2,2020,12,18,2,353
0,2020,12,18,3,353
5,2020,12,18,4,353
18,2020,12,18,5,353
58,2020,12,18,6,353
182,2020,12,18,7,353
149,2020,12,18,8,353
96,2020,12,18,9,353
77,2020,12,18,10,353
125,2020,12,18,11,353
116,2020,12,18,12,353
129,2020,12,18,13,353
114,2020,12,18,14,353
125,2020,12,18,15,353
163,2020,12,18,16,353
151,2020,12,18,17,353
111,2020,12,18,18,353
80,2020,12,18,19,353
32,2020,12,18,20,353
27,2020,12,18,21,353
20,2020,12,18,22,353
15,2020,12,18,23,353
12,2020,12,19,0,354
12,2020,12,19,1,354
9,2020,12,19,2,354
4,2020,12,19,3,354
6,2020,12,19,4,354
5,2020,12,19,5,354
20,2020,12,19,6,354
12,2020,12,19,7,354
24,2020,12,19,8,354
43,2020,12,19,9,354
58,2020,12,19,10,354
46,2020,12,19,11,354
66,2020,12,19,12,354
57,2020,12,19,13,354
78,2020,12,19,14,354
67,2020,12,19,15,354
60,2020,12,19,16,354
54,2020,12,19,17,354
44,2020,12,19,18,354
27,2020,12,19,19,354
14,2020,12,19,20,354
14,2020,12,19,21,354
13,2020,12,19,22,354
12,2020,12,19,23,354
5,2020,12,20,0,355
6,2020,12,20,1,355
7,2020,12,20,2,355
3,2020,12,20,3,355
2,2020,12,20,4,355
1,2020,12,20,5,355
11,2020,12,20,6,355
9,2020,12,20,7,355
9,2020,12,20,8,355
13,2020,12,20,9,355
19,2020,12,20,10,355
26,2020,12,20,11,355
29,2020,12,20,12,355
44,2020,12,20,13,355
35,2020,12,20,14,355
35,2020,12,20,15,355
49,2020,12,20,16,355
26,2020,12,20,17,355
36,2020,12,20,18,355
22,2020,12,20,19,355
12,2020,12,20,20,355
12,2020,12,20,21,355
12,2020,12,20,22,355
10,2020,12,20,23,355
5,2020,12,21,0,356
1,2020,12,21,1,356
1,2020,12,21,2,356
2,2020,12,21,3,356
5,2020,12,21,4,356
17,2020,12,21,5,356
52,2020,12,21,6,356
137,2020,12,21,7,356
121,2020,12,21,8,356
59,2020,12,21,9,356
58,2020,12,21,10,356
64,2020,12,21,11,356
77,2020,12,21,12,356
95,2020,12,21,13,356
90,2020,12,21,14,356
111,2020,12,21,15,356
111,2020,12,21,16,356
128,2020,12,21,17,356
73,2020,12,21,18,356
37,2020,12,21,19,356
31,2020,12,21,20,356
13,2020,12,21,21,356
22,2020,12,21,22,356
7,2020,12,21,23,356
4,2020,12,22,0,357
4,2020,12,22,1,357
0,2020,12,22,2,357
5,2020,12,22,3,357
4,2020,12,22,4,357
14,2020,12,22,5,357
52,2020,12,22,6,357
144,2020,12,22,7,357
108,2020,12,22,8,357
61,2020,12,22,9,357
54,2020,12,22,10,357
66,2020,12,22,11,357
80,2020,12,22,12,357
97,2020,12,22,13,357
55,2020,12,22,14,357
83,2020,12,22,15,357
103,2020,12,22,16,357
98,2020,12,22,17,357
71,2020,12,22,18,357
49,2020,12,22,19,357
18,2020,12,22,20,357
13,2020,12,22,21,357
15,2020,12,22,22,357
10,2020,12,22,23,357
6,2020,12,23,0,358
6,2020,12,23,1,358
0,2020,12,23,2,358
1,2020,12,23,3,358
5,2020,12,23,4,358
14,2020,12,23,5,358
54,2020,12,23,6,358
118,2020,12,23,7,358
87,2020,12,23,8,358
65,2020,12,23,9,358
54,2020,12,23,10,358
73,2020,12,23,11,358
91,2020,12,23,12,358
102,2020,12,23,13,358
98,2020,12,23,14,358
102,2020,12,23,15,358
90,2020,12,23,16,358
94,2020,12,23,17,358
65,2020,12,23,18,358
33,2020,12,23,19,358
17,2020,12,23,20,358
11,2020,12,23,21,358
11,2020,12,23,22,358
5,2020,12,23,23,358
6,2020,12,24,0,359
3,2020,12,24,1,359
1,2020,12,24,2,359
1,2020,12,24,3,359
9,2020,12,24,4,359
15,2020,12,24,5,359
27,2020,12,24,6,359
44,2020,12,24,7,359
45,2020,12,24,8,359
56,2020,12,24,9,359
52,2020,12,24,10,359
42,2020,12,24,11,359
62,2020,12,24,12,359
57,2020,12,24,13,359
60,2020,12,24,14,359
56,2020,12,24,15,359
31,2020,12,24,16,359
30,2020,12,24,17,359
18,2020,12,24,18,359
12,2020,12,24,19,359
6,2020,12,24,20,359
14,2020,12,24,21,359
11,2020,12,24,22,359
15,2020,12,24,23,359
14,2020,12,25,0,360
5,2020,12,25,1,360
2,2020,12,25,2,360
2,2020,12,25,3,360
1,2020,12,25,4,360
1,2020,12,25,5,360
7,2020,12,25,6,360
10,2020,12,25,7,360
3,2020,12,25,8,360
14,2020,12,25,9,360
13,2020,12,25,10,360
14,2020,12,25,11,360
17,2020,12,25,12,360
30,2020,12,25,13,360
28,2020,12,25,14,360
18,2020,12,25,15,360
21,2020,12,25,16,360
27,2020,12,25,17,360
19,2020,12,25,18,360
5,2020,12,25,19,360
7,2020,12,25,20,360
10,2020,12,25,21,360
12,2020,12,25,22,360
15,2020,12,25,23,360
10,2020,12,26,0,361
2,2020,12,26,1,361
5,2020,12,26,2,361
5,2020,12,26,3,361
1,2020,12,26,4,361
3,2020,12,26,5,361
10,2020,12,26,6,361
12,2020,12,26,7,361
5,2020,12,26,8,361
16,2020,12,26,9,361
15,2020,12,26,10,361
17,2020,12,26,11,361
28,2020,12,26,12,361
35,2020,12,26,13,361
31,2020,12,26,14,361
50,2020,12,26,15,361
42,2020,12,26,16,361
37,2020,12,26,17,361
15,2020,12,26,18,361
16,2020,12,26,19,361
9,2020,12,26,20,361
12,2020,12,26,21,361
15,2020,12,26,22,361
4,2020,12,26,23,361
2,2020,12,27,0,362
2,2020,12,27,1,362
1,2020,12,27,2,362
3,2020,12,27,3,362
1,2020,12,27,4,362
2,2020,12,27,5,362
10,2020,12,27,6,362
5,2020,12,27,7,362
6,2020,12,27,8,362
10,2020,12,27,9,362
12,2020,12,27,10,362
18,2020,12,27,11,362
17,2020,12,27,12,362
26,2020,12,27,13,362
33,2020,12,27,14,362
34,2020,12,27,15,362
28,2020,12,27,16,362
31,2020,12,27,17,362
22,2020,12,27,18,362
21,2020,12,27,19,362
17,2020,12,27,20,362
11,2020,12,27,21,362
5,2020,12,27,22,362
6,2020,12,27,23,362
1,2020,12,28,0,363
2,2020,12,28,1,363
1,2020,12,28,2,363
1,2020,12,28,3,363
3,2020,12,28,4,363
11,2020,12,28,5,363
28,2020,12,28,6,363
55,2020,12,28,7,363
47,2020,12,28,8,363
34,2020,12,28,9,363
36,2020,12,28,10,363
25,2020,12,28,11,363
32,2020,12,28,12,363
55,2020,12,28,13,363
75,2020,12,28,14,363
64,2020,12,28,15,363
62,2020,12,28,16,363
60,2020,12,28,17,363
45,2020,12,28,18,363
17,2020,12,28,19,363
6,2020,12,28,20,363
12,2020,12,28,21,363
10,2020,12,28,22,363
6,2020,12,28,23,363
2,2020,12,29,0,364
4,2020,12,29,1,364
1,2020,12,29,2,364
1,2020,12,29,3,364
9,2020,12,29,4,364
13,2020,12,29,5,364
41,2020,12,29,6,364
68,2020,12,29,7,364
47,2020,12,29,8,364
39,2020,12,29,9,364
46,2020,12,29,10,364
39,2020,12,29,11,364
46,2020,12,29,12,364
61,2020,12,29,13,364
60,2020,12,29,14,364
49,2020,12,29,15,364
56,2020,12,29,16,364
68,2020,12,29,17,364
52,2020,12,29,18,364
27,2020,12,29,19,364
21,2020,12,29,20,364
6,2020,12,29,21,364
6,2020,12,29,22,364
4,2020,12,29,23,364
11,2020,12,30,0,365
1,2020,12,30,1,365
1,2020,12,30,2,365
1,2020,12,30,3,365
3,2020,12,30,4,365
10,2020,12,30,5,365
27,2020,12,30,6,365
44,2020,12,30,7,365
39,2020,12,30,8,365
48,2020,12,30,9,365
34,2020,12,30,10,365
43,2020,12,30,11,365
44,2020,12,30,12,365
57,2020,12,30,13,365
74,2020,12,30,14,365
48,2020,12,30,15,365
45,2020,12,30,16,365
55,2020,12,30,17,365
32,2020,12,30,18,365
16,2020,12,30,19,365
11,2020,12,30,20,365
11,2020,12,30,21,365
9,2020,12,30,22,365
7,2020,12,30,23,365
6,2020,12,31,0,366
3,2020,12,31,1,366
6,2020,12,31,2,366
2,2020,12,31,3,366
4,2020,12,31,4,366
14,2020,12,31,5,366
36,2020,12,31,6,366
44,2020,12,31,7,366
36,2020,12,31,8,366
28,2020,12,31,9,366
43,2020,12,31,10,366
43,2020,12,31,11,366
50,2020,12,31,12,366
51,2020,12,31,13,366
46,2020,12,31,14,366
42,2020,12,31,15,366
36,2020,12,31,16,366
36,2020,12,31,17,366
31,2020,12,31,18,366
