bikes,year,month,day,hourfrom,dayofyear
32,2021,5,4,21,124
24,2021,5,4,22,124
7,2021,5,4,23,124
2,2021,5,5,0,125
0,2021,5,5,1,125
1,2021,5,5,2,125
3,2021,5,5,3,125
6,2021,5,5,4,125
21,2021,5,5,5,125
86,2021,5,5,6,125
223,2021,5,5,7,125
175,2021,5,5,8,125
102,2021,5,5,9,125
104,2021,5,5,10,125
107,2021,5,5,11,125
157,2021,5,5,12,125
159,2021,5,5,13,125
116,2021,5,5,14,125
117,2021,5,5,15,125
147,2021,5,5,16,125
181,2021,5,5,17,125
139,2021,5,5,18,125
96,2021,5,5,19,125
83,2021,5,5,20,125
28,2021,5,5,21,125
31,2021,5,5,22,125
9,2021,5,5,23,125
3,2021,5,6,0,126
3,2021,5,6,1,126
3,2021,5,6,2,126
3,2021,5,6,3,126
9,2021,5,6,4,126
18,2021,5,6,5,126
75,2021,5,6,6,126
225,2021,5,6,7,126
183,2021,5,6,8,126
80,2021,5,6,9,126
77,2021,5,6,10,126
75,2021,5,6,11,126
103,2021,5,6,12,126
90,2021,5,6,13,126
61,2021,5,6,14,126
114,2021,5,6,15,126
120,2021,5,6,16,126
135,2021,5,6,17,126
119,2021,5,6,18,126
73,2021,5,6,19,126
47,2021,5,6,20,126
22,2021,5,6,21,126
21,2021,5,6,22,126
9,2021,5,6,23,126
4,2021,5,7,0,127
0,2021,5,7,1,127
4,2021,5,7,2,127
5,2021,5,7,3,127
6,2021,5,7,4,127
21,2021,5,7,5,127
72,2021,5,7,6,127
170,2021,5,7,7,127
110,2021,5,7,8,127
54,2021,5,7,9,127
71,2021,5,7,10,127
82,2021,5,7,11,127
109,2021,5,7,12,127
133,2021,5,7,13,127
96,2021,5,7,14,127
124,2021,5,7,15,127
149,2021,5,7,16,127
171,2021,5,7,17,127
146,2021,5,7,18,127
78,2021,5,7,19,127
49,2021,5,7,20,127
36,2021,5,7,21,127
15,2021,5,7,22,127
24,2021,5,7,23,127
21,2021,5,8,0,128
4,2021,5,8,1,128
7,2021,5,8,2,128
9,2021,5,8,3,128
1,2021,5,8,4,128
6,2021,5,8,5,128
19,2021,5,8,6,128
40,2021,5,8,7,128
42,2021,5,8,8,128
82,2021,5,8,9,128
86,2021,5,8,10,128
108,2021,5,8,11,128
116,2021,5,8,12,128
101,2021,5,8,13,128
152,2021,5,8,14,128
108,2021,5,8,15,128
140,2021,5,8,16,128
109,2021,5,8,17,128
128,2021,5,8,18,128
86,2021,5,8,19,128
46,2021,5,8,20,128
37,2021,5,8,21,128
39,2021,5,8,22,128
19,2021,5,8,23,128
16,2021,5,9,0,129
11,2021,5,9,1,129
11,2021,5,9,2,129
2,2021,5,9,3,129
2,2021,5,9,4,129
3,2021,5,9,5,129
12,2021,5,9,6,129
10,2021,5,9,7,129
25,2021,5,9,8,129
42,2021,5,9,9,129
70,2021,5,9,10,129
101,2021,5,9,11,129
93,2021,5,9,12,129
131,2021,5,9,13,129
116,2021,5,9,14,129
125,2021,5,9,15,129
96,2021,5,9,16,129
119,2021,5,9,17,129
87,2021,5,9,18,129
68,2021,5,9,19,129
67,2021,5,9,20,129
46,2021,5,9,21,129
33,2021,5,9,22,129
7,2021,5,9,23,129
3,2021,5,10,0,130
5,2021,5,10,1,130
1,2021,5,10,2,130
0,2021,5,10,3,130
4,2021,5,10,4,130
25,2021,5,10,5,130
80,2021,5,10,6,130
226,2021,5,10,7,130
180,2021,5,10,8,130
104,2021,5,10,9,130
77,2021,5,10,10,130
76,2021,5,10,11,130
112,2021,5,10,12,130
112,2021,5,10,13,130
90,2021,5,10,14,130
98,2021,5,10,15,130
134,2021,5,10,16,130
181,2021,5,10,17,130
122,2021,5,10,18,130
73,2021,5,10,19,130
34,2021,5,10,20,130
27,2021,5,10,21,130
16,2021,5,10,22,130
2,2021,5,10,23,130
1,2021,5,11,0,131
5,2021,5,11,1,131
0,2021,5,11,2,131
1,2021,5,11,3,131
7,2021,5,11,4,131
18,2021,5,11,5,131
71,2021,5,11,6,131
216,2021,5,11,7,131
169,2021,5,11,8,131
67,2021,5,11,9,131
62,2021,5,11,10,131
72,2021,5,11,11,131
97,2021,5,11,12,131
107,2021,5,11,13,131
81,2021,5,11,14,131
66,2021,5,11,15,131
146,2021,5,11,16,131
175,2021,5,11,17,131
126,2021,5,11,18,131
83,2021,5,11,19,131
57,2021,5,11,20,131
36,2021,5,11,21,131
24,2021,5,11,22,131
7,2021,5,11,23,131
6,2021,5,12,0,132
0,2021,5,12,1,132
4,2021,5,12,2,132
1,2021,5,12,3,132
5,2021,5,12,4,132
16,2021,5,12,5,132
80,2021,5,12,6,132
239,2021,5,12,7,132
195,2021,5,12,8,132
90,2021,5,12,9,132
92,2021,5,12,10,132
139,2021,5,12,11,132
182,2021,5,12,12,132
179,2021,5,12,13,132
121,2021,5,12,14,132
139,2021,5,12,15,132
182,2021,5,12,16,132
215,2021,5,12,17,132
153,2021,5,12,18,132
90,2021,5,12,19,132
62,2021,5,12,20,132
58,2021,5,12,21,132
35,2021,5,12,22,132
12,2021,5,12,23,132
16,2021,5,13,0,133
5,2021,5,13,1,133
1,2021,5,13,2,133
1,2021,5,13,3,133
3,2021,5,13,4,133
2,2021,5,13,5,133
20,2021,5,13,6,133
17,2021,5,13,7,133
43,2021,5,13,8,133
50,2021,5,13,9,133
42,2021,5,13,10,133
55,2021,5,13,11,133
50,2021,5,13,12,133
63,2021,5,13,13,133
51,2021,5,13,14,133
60,2021,5,13,15,133
79,2021,5,13,16,133
76,2021,5,13,17,133
85,2021,5,13,18,133
57,2021,5,13,19,133
41,2021,5,13,20,133
30,2021,5,13,21,133
20,2021,5,13,22,133
15,2021,5,13,23,133
12,2021,5,14,0,134
6,2021,5,14,1,134
2,2021,5,14,2,134
1,2021,5,14,3,134
4,2021,5,14,4,134
17,2021,5,14,5,134
44,2021,5,14,6,134
82,2021,5,14,7,134
97,2021,5,14,8,134
91,2021,5,14,9,134
81,2021,5,14,10,134
76,2021,5,14,11,134
106,2021,5,14,12,134
109,2021,5,14,13,134
83,2021,5,14,14,134
71,2021,5,14,15,134
83,2021,5,14,16,134
94,2021,5,14,17,134
76,2021,5,14,18,134
62,2021,5,14,19,134
42,2021,5,14,20,134
31,2021,5,14,21,134
18,2021,5,14,22,134
9,2021,5,14,23,134
10,2021,5,15,0,135
5,2021,5,15,1,135
5,2021,5,15,2,135
3,2021,5,15,3,135
7,2021,5,15,4,135
9,2021,5,15,5,135
21,2021,5,15,6,135
22,2021,5,15,7,135
42,2021,5,15,8,135
81,2021,5,15,9,135
57,2021,5,15,10,135
68,2021,5,15,11,135
85,2021,5,15,12,135
93,2021,5,15,13,135
68,2021,5,15,14,135
44,2021,5,15,15,135
49,2021,5,15,16,135
55,2021,5,15,17,135
51,2021,5,15,18,135
35,2021,5,15,19,135
19,2021,5,15,20,135
13,2021,5,15,21,135
10,2021,5,15,22,135
14,2021,5,15,23,135
5,2021,5,16,0,136
7,2021,5,16,1,136
4,2021,5,16,2,136
1,2021,5,16,3,136
3,2021,5,16,4,136
1,2021,5,16,5,136
16,2021,5,16,6,136
9,2021,5,16,7,136
17,2021,5,16,8,136
30,2021,5,16,9,136
37,2021,5,16,10,136
46,2021,5,16,11,136
54,2021,5,16,12,136
70,2021,5,16,13,136
37,2021,5,16,14,136
35,2021,5,16,15,136
50,2021,5,16,16,136
41,2021,5,16,17,136
41,2021,5,16,18,136
34,2021,5,16,19,136
24,2021,5,16,20,136
13,2021,5,16,21,136
7,2021,5,16,22,136
2,2021,5,16,23,136
1,2021,5,17,0,137
0,2021,5,17,1,137
1,2021,5,17,2,137
4,2021,5,17,3,137
7,2021,5,17,4,137
16,2021,5,17,5,137
89,2021,5,17,6,137
188,2021,5,17,7,137
174,2021,5,17,8,137
82,2021,5,17,9,137
63,2021,5,17,10,137
90,2021,5,17,11,137
101,2021,5,17,12,137
82,2021,5,17,13,137
92,2021,5,17,14,137
94,2021,5,17,15,137
142,2021,5,17,16,137
174,2021,5,17,17,137
132,2021,5,17,18,137
78,2021,5,17,19,137
43,2021,5,17,20,137
36,2021,5,17,21,137
14,2021,5,17,22,137
5,2021,5,17,23,137
3,2021,5,18,0,138
2,2021,5,18,1,138
1,2021,5,18,2,138
1,2021,5,18,3,138
7,2021,5,18,4,138
25,2021,5,18,5,138
83,2021,5,18,6,138
231,2021,5,18,7,138
194,2021,5,18,8,138
74,2021,5,18,9,138
49,2021,5,18,10,138
76,2021,5,18,11,138
123,2021,5,18,12,138
143,2021,5,18,13,138
132,2021,5,18,14,138
125,2021,5,18,15,138
185,2021,5,18,16,138
198,2021,5,18,17,138
177,2021,5,18,18,138
96,2021,5,18,19,138
81,2021,5,18,20,138
31,2021,5,18,21,138
30,2021,5,18,22,138
10,2021,5,18,23,138
4,2021,5,19,0,139
4,2021,5,19,1,139
0,2021,5,19,2,139
2,2021,5,19,3,139
4,2021,5,19,4,139
25,2021,5,19,5,139
90,2021,5,19,6,139
219,2021,5,19,7,139
193,2021,5,19,8,139
109,2021,5,19,9,139
75,2021,5,19,10,139
94,2021,5,19,11,139
137,2021,5,19,12,139
111,2021,5,19,13,139
97,2021,5,19,14,139
89,2021,5,19,15,139
140,2021,5,19,16,139
181,2021,5,19,17,139
139,2021,5,19,18,139
108,2021,5,19,19,139
58,2021,5,19,20,139
51,2021,5,19,21,139
17,2021,5,19,22,139
9,2021,5,19,23,139
3,2021,5,20,0,140
2,2021,5,20,1,140
2,2021,5,20,2,140
1,2021,5,20,3,140
4,2021,5,20,4,140
20,2021,5,20,5,140
78,2021,5,20,6,140
208,2021,5,20,7,140
193,2021,5,20,8,140
95,2021,5,20,9,140
78,2021,5,20,10,140
90,2021,5,20,11,140
149,2021,5,20,12,140
121,2021,5,20,13,140
110,2021,5,20,14,140
111,2021,5,20,15,140
175,2021,5,20,16,140
190,2021,5,20,17,140
184,2021,5,20,18,140
118,2021,5,20,19,140
89,2021,5,20,20,140
48,2021,5,20,21,140
45,2021,5,20,22,140
11,2021,5,20,23,140
4,2021,5,21,0,141
4,2021,5,21,1,141
2,2021,5,21,2,141
1,2021,5,21,3,141
4,2021,5,21,4,141
18,2021,5,21,5,141
76,2021,5,21,6,141
201,2021,5,21,7,141
165,2021,5,21,8,141
81,2021,5,21,9,141
52,2021,5,21,10,141
90,2021,5,21,11,141
112,2021,5,21,12,141
103,2021,5,21,13,141
90,2021,5,21,14,141
106,2021,5,21,15,141
135,2021,5,21,16,141
113,2021,5,21,17,141
78,2021,5,21,18,141
51,2021,5,21,19,141
34,2021,5,21,20,141
17,2021,5,21,21,141
15,2021,5,21,22,141
14,2021,5,21,23,141
9,2021,5,22,0,142
6,2021,5,22,1,142
12,2021,5,22,2,142
2,2021,5,22,3,142
3,2021,5,22,4,142
3,2021,5,22,5,142
21,2021,5,22,6,142
18,2021,5,22,7,142
58,2021,5,22,8,142
88,2021,5,22,9,142
64,2021,5,22,10,142
78,2021,5,22,11,142
94,2021,5,22,12,142
93,2021,5,22,13,142
87,2021,5,22,14,142
74,2021,5,22,15,142
110,2021,5,22,16,142
98,2021,5,22,17,142
81,2021,5,22,18,142
59,2021,5,22,19,142
30,2021,5,22,20,142
35,2021,5,22,21,142
21,2021,5,22,22,142
16,2021,5,22,23,142
12,2021,5,23,0,143
6,2021,5,23,1,143
7,2021,5,23,2,143
2,2021,5,23,3,143
9,2021,5,23,4,143
3,2021,5,23,5,143
20,2021,5,23,6,143
13,2021,5,23,7,143
24,2021,5,23,8,143
36,2021,5,23,9,143
45,2021,5,23,10,143
39,2021,5,23,11,143
56,2021,5,23,12,143
65,2021,5,23,13,143
64,2021,5,23,14,143
79,2021,5,23,15,143
78,2021,5,23,16,143
77,2021,5,23,17,143
75,2021,5,23,18,143
52,2021,5,23,19,143
34,2021,5,23,20,143
28,2021,5,23,21,143
18,2021,5,23,22,143
13,2021,5,23,23,143
14,2021,5,24,0,144
4,2021,5,24,1,144
1,2021,5,24,2,144
1,2021,5,24,3,144
2,2021,5,24,4,144
4,2021,5,24,5,144
16,2021,5,24,6,144
13,2021,5,24,7,144
33,2021,5,24,8,144
43,2021,5,24,9,144
57,2021,5,24,10,144
68,2021,5,24,11,144
62,2021,5,24,12,144
66,2021,5,24,13,144
94,2021,5,24,14,144
63,2021,5,24,15,144
82,2021,5,24,16,144
62,2021,5,24,17,144
78,2021,5,24,18,144
41,2021,5,24,19,144
16,2021,5,24,20,144
27,2021,5,24,21,144
18,2021,5,24,22,144
4,2021,5,24,23,144
3,2021,5,25,0,145
2,2021,5,25,1,145
0,2021,5,25,2,145
2,2021,5,25,3,145
12,2021,5,25,4,145
25,2021,5,25,5,145
94,2021,5,25,6,145
275,2021,5,25,7,145
203,2021,5,25,8,145
106,2021,5,25,9,145
75,2021,5,25,10,145
89,2021,5,25,11,145
150,2021,5,25,12,145
135,2021,5,25,13,145
118,2021,5,25,14,145
142,2021,5,25,15,145
204,2021,5,25,16,145
229,2021,5,25,17,145
198,2021,5,25,18,145
113,2021,5,25,19,145
85,2021,5,25,20,145
49,2021,5,25,21,145
34,2021,5,25,22,145
6,2021,5,25,23,145
4,2021,5,26,0,146
5,2021,5,26,1,146
3,2021,5,26,2,146
1,2021,5,26,3,146
10,2021,5,26,4,146
24,2021,5,26,5,146
97,2021,5,26,6,146
247,2021,5,26,7,146
212,2021,5,26,8,146
98,2021,5,26,9,146
68,2021,5,26,10,146
114,2021,5,26,11,146
165,2021,5,26,12,146
177,2021,5,26,13,146
120,2021,5,26,14,146
123,2021,5,26,15,146
171,2021,5,26,16,146
199,2021,5,26,17,146
142,2021,5,26,18,146
104,2021,5,26,19,146
64,2021,5,26,20,146
56,2021,5,26,21,146
21,2021,5,26,22,146
7,2021,5,26,23,146
4,2021,5,27,0,147
3,2021,5,27,1,147
3,2021,5,27,2,147
1,2021,5,27,3,147
10,2021,5,27,4,147
21,2021,5,27,5,147
76,2021,5,27,6,147
216,2021,5,27,7,147
159,2021,5,27,8,147
67,2021,5,27,9,147
59,2021,5,27,10,147
64,2021,5,27,11,147
103,2021,5,27,12,147
131,2021,5,27,13,147
133,2021,5,27,14,147
124,2021,5,27,15,147
167,2021,5,27,16,147
201,2021,5,27,17,147
189,2021,5,27,18,147
116,2021,5,27,19,147
93,2021,5,27,20,147
57,2021,5,27,21,147
45,2021,5,27,22,147
21,2021,5,27,23,147
9,2021,5,28,0,148
3,2021,5,28,1,148
3,2021,5,28,2,148
1,2021,5,28,3,148
3,2021,5,28,4,148
17,2021,5,28,5,148
92,2021,5,28,6,148
210,2021,5,28,7,148
195,2021,5,28,8,148
125,2021,5,28,9,148
117,2021,5,28,10,148
156,2021,5,28,11,148
173,2021,5,28,12,148
168,2021,5,28,13,148
149,2021,5,28,14,148
170,2021,5,28,15,148
230,2021,5,28,16,148
199,2021,5,28,17,148
160,2021,5,28,18,148
124,2021,5,28,19,148
100,2021,5,28,20,148
48,2021,5,28,21,148
41,2021,5,28,22,148
24,2021,5,28,23,148
19,2021,5,29,0,149
9,2021,5,29,1,149
3,2021,5,29,2,149
1,2021,5,29,3,149
2,2021,5,29,4,149
9,2021,5,29,5,149
16,2021,5,29,6,149
31,2021,5,29,7,149
65,2021,5,29,8,149
82,2021,5,29,9,149
78,2021,5,29,10,149
110,2021,5,29,11,149
109,2021,5,29,12,149
107,2021,5,29,13,149
128,2021,5,29,14,149
109,2021,5,29,15,149
102,2021,5,29,16,149
83,2021,5,29,17,149
82,2021,5,29,18,149
57,2021,5,29,19,149
56,2021,5,29,20,149
29,2021,5,29,21,149
35,2021,5,29,22,149
31,2021,5,29,23,149
19,2021,5,30,0,150
13,2021,5,30,1,150
9,2021,5,30,2,150
9,2021,5,30,3,150
3,2021,5,30,4,150
5,2021,5,30,5,150
16,2021,5,30,6,150
16,2021,5,30,7,150
39,2021,5,30,8,150
45,2021,5,30,9,150
68,2021,5,30,10,150
64,2021,5,30,11,150
83,2021,5,30,12,150
79,2021,5,30,13,150
85,2021,5,30,14,150
105,2021,5,30,15,150
118,2021,5,30,16,150
116,2021,5,30,17,150
72,2021,5,30,18,150
56,2021,5,30,19,150
58,2021,5,30,20,150
49,2021,5,30,21,150
25,2021,5,30,22,150
4,2021,5,30,23,150
2,2021,5,31,0,151
2,2021,5,31,1,151
0,2021,5,31,2,151
1,2021,5,31,3,151
5,2021,5,31,4,151
36,2021,5,31,5,151
105,2021,5,31,6,151
293,2021,5,31,7,151
240,2021,5,31,8,151
98,2021,5,31,9,151
94,2021,5,31,10,151
92,2021,5,31,11,151
135,2021,5,31,12,151
155,2021,5,31,13,151
118,2021,5,31,14,151
152,2021,5,31,15,151
210,2021,5,31,16,151
284,2021,5,31,17,151
219,2021,5,31,18,151
112,2021,5,31,19,151
82,2021,5,31,20,151
51,2021,5,31,21,151
49,2021,5,31,22,151
4,2021,5,31,23,151
4,2021,6,1,0,152
1,2021,6,1,1,152
1,2021,6,1,2,152
3,2021,6,1,3,152
7,2021,6,1,4,152
28,2021,6,1,5,152
109,2021,6,1,6,152
326,2021,6,1,7,152
217,2021,6,1,8,152
116,2021,6,1,9,152
102,2021,6,1,10,152
112,2021,6,1,11,152
154,2021,6,1,12,152
154,2021,6,1,13,152
110,2021,6,1,14,152
151,2021,6,1,15,152
232,2021,6,1,16,152
240,2021,6,1,17,152
231,2021,6,1,18,152
121,2021,6,1,19,152
95,2021,6,1,20,152
61,2021,6,1,21,152
65,2021,6,1,22,152
13,2021,6,1,23,152
5,2021,6,2,0,153
9,2021,6,2,1,153
0,2021,6,2,2,153
2,2021,6,2,3,153
9,2021,6,2,4,153
28,2021,6,2,5,153
105,2021,6,2,6,153
234,2021,6,2,7,153
228,2021,6,2,8,153
138,2021,6,2,9,153
79,2021,6,2,10,153
149,2021,6,2,11,153
162,2021,6,2,12,153
154,2021,6,2,13,153
139,2021,6,2,14,153
144,2021,6,2,15,153
217,2021,6,2,16,153
272,2021,6,2,17,153
187,2021,6,2,18,153
86,2021,6,2,19,153
86,2021,6,2,20,153
59,2021,6,2,21,153
39,2021,6,2,22,153
26,2021,6,2,23,153
5,2021,6,3,0,154
3,2021,6,3,1,154
1,2021,6,3,2,154
3,2021,6,3,3,154
5,2021,6,3,4,154
31,2021,6,3,5,154
90,2021,6,3,6,154
241,2021,6,3,7,154
203,2021,6,3,8,154
117,2021,6,3,9,154
85,2021,6,3,10,154
100,2021,6,3,11,154
156,2021,6,3,12,154
151,2021,6,3,13,154
160,2021,6,3,14,154
140,2021,6,3,15,154
212,2021,6,3,16,154
240,2021,6,3,17,154
233,2021,6,3,18,154
135,2021,6,3,19,154
73,2021,6,3,20,154
42,2021,6,3,21,154
63,2021,6,3,22,154
16,2021,6,3,23,154
3,2021,6,4,0,155
1,2021,6,4,1,155
0,2021,6,4,2,155
4,2021,6,4,3,155
5,2021,6,4,4,155
28,2021,6,4,5,155
83,2021,6,4,6,155
218,2021,6,4,7,155
199,2021,6,4,8,155
116,2021,6,4,9,155
90,2021,6,4,10,155
95,2021,6,4,11,155
132,2021,6,4,12,155
144,2021,6,4,13,155
128,2021,6,4,14,155
158,2021,6,4,15,155
228,2021,6,4,16,155
169,2021,6,4,17,155
197,2021,6,4,18,155
110,2021,6,4,19,155
80,2021,6,4,20,155
64,2021,6,4,21,155
16,2021,6,4,22,155
42,2021,6,4,23,155
14,2021,6,5,0,156
11,2021,6,5,1,156
9,2021,6,5,2,156
4,2021,6,5,3,156
2,2021,6,5,4,156
11,2021,6,5,5,156
18,2021,6,5,6,156
18,2021,6,5,7,156
41,2021,6,5,8,156
42,2021,6,5,9,156
31,2021,6,5,10,156
40,2021,6,5,11,156
47,2021,6,5,12,156
68,2021,6,5,13,156
58,2021,6,5,14,156
51,2021,6,5,15,156
57,2021,6,5,16,156
86,2021,6,5,17,156
76,2021,6,5,18,156
45,2021,6,5,19,156
49,2021,6,5,20,156
33,2021,6,5,21,156
31,2021,6,5,22,156
22,2021,6,5,23,156
20,2021,6,6,0,157
13,2021,6,6,1,157
7,2021,6,6,2,157
0,2021,6,6,3,157
7,2021,6,6,4,157
9,2021,6,6,5,157
21,2021,6,6,6,157
15,2021,6,6,7,157
30,2021,6,6,8,157
55,2021,6,6,9,157
62,2021,6,6,10,157
77,2021,6,6,11,157
70,2021,6,6,12,157
87,2021,6,6,13,157
76,2021,6,6,14,157
62,2021,6,6,15,157
116,2021,6,6,16,157
75,2021,6,6,17,157
74,2021,6,6,18,157
48,2021,6,6,19,157
40,2021,6,6,20,157
31,2021,6,6,21,157
16,2021,6,6,22,157
7,2021,6,6,23,157
5,2021,6,7,0,158
5,2021,6,7,1,158
0,2021,6,7,2,158
1,2021,6,7,3,158
13,2021,6,7,4,158
29,2021,6,7,5,158
102,2021,6,7,6,158
219,2021,6,7,7,158
185,2021,6,7,8,158
110,2021,6,7,9,158
83,2021,6,7,10,158
77,2021,6,7,11,158
125,2021,6,7,12,158
113,2021,6,7,13,158
83,2021,6,7,14,158
95,2021,6,7,15,158
136,2021,6,7,16,158
178,2021,6,7,17,158
187,2021,6,7,18,158
79,2021,6,7,19,158
71,2021,6,7,20,158
43,2021,6,7,21,158
33,2021,6,7,22,158
7,2021,6,7,23,158
5,2021,6,8,0,159
1,2021,6,8,1,159
1,2021,6,8,2,159
2,2021,6,8,3,159
9,2021,6,8,4,159
25,2021,6,8,5,159
96,2021,6,8,6,159
245,2021,6,8,7,159
184,2021,6,8,8,159
105,2021,6,8,9,159
75,2021,6,8,10,159
79,2021,6,8,11,159
117,2021,6,8,12,159
127,2021,6,8,13,159
110,2021,6,8,14,159
147,2021,6,8,15,159
207,2021,6,8,16,159
230,2021,6,8,17,159
187,2021,6,8,18,159
114,2021,6,8,19,159
85,2021,6,8,20,159
54,2021,6,8,21,159
26,2021,6,8,22,159
10,2021,6,8,23,159
7,2021,6,9,0,160
6,2021,6,9,1,160
3,2021,6,9,2,160
2,2021,6,9,3,160
10,2021,6,9,4,160
30,2021,6,9,5,160
100,2021,6,9,6,160
260,2021,6,9,7,160
223,2021,6,9,8,160
118,2021,6,9,9,160
111,2021,6,9,10,160
137,2021,6,9,11,160
167,2021,6,9,12,160
142,2021,6,9,13,160
143,2021,6,9,14,160
155,2021,6,9,15,160
180,2021,6,9,16,160
240,2021,6,9,17,160
199,2021,6,9,18,160
101,2021,6,9,19,160
95,2021,6,9,20,160
58,2021,6,9,21,160
51,2021,6,9,22,160
14,2021,6,9,23,160
9,2021,6,10,0,161
10,2021,6,10,1,161
3,2021,6,10,2,161
2,2021,6,10,3,161
6,2021,6,10,4,161
28,2021,6,10,5,161
118,2021,6,10,6,161
278,2021,6,10,7,161
232,2021,6,10,8,161
114,2021,6,10,9,161
97,2021,6,10,10,161
131,2021,6,10,11,161
149,2021,6,10,12,161
150,2021,6,10,13,161
153,2021,6,10,14,161
157,2021,6,10,15,161
199,2021,6,10,16,161
250,2021,6,10,17,161
253,2021,6,10,18,161
141,2021,6,10,19,161
95,2021,6,10,20,161
80,2021,6,10,21,161
68,2021,6,10,22,161
22,2021,6,10,23,161
11,2021,6,11,0,162
9,2021,6,11,1,162
2,2021,6,11,2,162
2,2021,6,11,3,162
5,2021,6,11,4,162
32,2021,6,11,5,162
107,2021,6,11,6,162
225,2021,6,11,7,162
220,2021,6,11,8,162
116,2021,6,11,9,162
128,2021,6,11,10,162
165,2021,6,11,11,162
172,2021,6,11,12,162
174,2021,6,11,13,162
164,2021,6,11,14,162
182,2021,6,11,15,162
188,2021,6,11,16,162
216,2021,6,11,17,162
163,2021,6,11,18,162
119,2021,6,11,19,162
72,2021,6,11,20,162
61,2021,6,11,21,162
59,2021,6,11,22,162
79,2021,6,11,23,162
29,2021,6,12,0,163
11,2021,6,12,1,163
25,2021,6,12,2,163
10,2021,6,12,3,163
11,2021,6,12,4,163
6,2021,6,12,5,163
29,2021,6,12,6,163
29,2021,6,12,7,163
79,2021,6,12,8,163
93,2021,6,12,9,163
90,2021,6,12,10,163
89,2021,6,12,11,163
88,2021,6,12,12,163
88,2021,6,12,13,163
153,2021,6,12,14,163
100,2021,6,12,15,163
105,2021,6,12,16,163
124,2021,6,12,17,163
118,2021,6,12,18,163
80,2021,6,12,19,163
59,2021,6,12,20,163
41,2021,6,12,21,163
31,2021,6,12,22,163
42,2021,6,12,23,163
6,2021,6,13,0,164
17,2021,6,13,1,164
12,2021,6,13,2,164
7,2021,6,13,3,164
6,2021,6,13,4,164
7,2021,6,13,5,164
22,2021,6,13,6,164
13,2021,6,13,7,164
52,2021,6,13,8,164
63,2021,6,13,9,164
96,2021,6,13,10,164
108,2021,6,13,11,164
78,2021,6,13,12,164
101,2021,6,13,13,164
95,2021,6,13,14,164
78,2021,6,13,15,164
105,2021,6,13,16,164
111,2021,6,13,17,164
96,2021,6,13,18,164
67,2021,6,13,19,164
55,2021,6,13,20,164
62,2021,6,13,21,164
20,2021,6,13,22,164
19,2021,6,13,23,164
9,2021,6,14,0,165
3,2021,6,14,1,165
2,2021,6,14,2,165
5,2021,6,14,3,165
5,2021,6,14,4,165
29,2021,6,14,5,165
123,2021,6,14,6,165
290,2021,6,14,7,165
243,2021,6,14,8,165
127,2021,6,14,9,165
122,2021,6,14,10,165
109,2021,6,14,11,165
164,2021,6,14,12,165
147,2021,6,14,13,165
109,2021,6,14,14,165
142,2021,6,14,15,165
217,2021,6,14,16,165
310,2021,6,14,17,165
203,2021,6,14,18,165
133,2021,6,14,19,165
85,2021,6,14,20,165
57,2021,6,14,21,165
35,2021,6,14,22,165
17,2021,6,14,23,165
5,2021,6,15,0,166
5,2021,6,15,1,166
3,2021,6,15,2,166
2,2021,6,15,3,166
6,2021,6,15,4,166
29,2021,6,15,5,166
128,2021,6,15,6,166
316,2021,6,15,7,166
275,2021,6,15,8,166
132,2021,6,15,9,166
83,2021,6,15,10,166
114,2021,6,15,11,166
147,2021,6,15,12,166
156,2021,6,15,13,166
135,2021,6,15,14,166
173,2021,6,15,15,166
288,2021,6,15,16,166
302,2021,6,15,17,166
190,2021,6,15,18,166
153,2021,6,15,19,166
122,2021,6,15,20,166
65,2021,6,15,21,166
58,2021,6,15,22,166
45,2021,6,15,23,166
11,2021,6,16,0,167
2,2021,6,16,1,167
2,2021,6,16,2,167
2,2021,6,16,3,167
4,2021,6,16,4,167
31,2021,6,16,5,167
118,2021,6,16,6,167
277,2021,6,16,7,167
233,2021,6,16,8,167
131,2021,6,16,9,167
104,2021,6,16,10,167
136,2021,6,16,11,167
183,2021,6,16,12,167
173,2021,6,16,13,167
142,2021,6,16,14,167
143,2021,6,16,15,167
199,2021,6,16,16,167
266,2021,6,16,17,167
195,2021,6,16,18,167
142,2021,6,16,19,167
112,2021,6,16,20,167
62,2021,6,16,21,167
45,2021,6,16,22,167
85,2021,6,16,23,167
12,2021,6,17,0,168
5,2021,6,17,1,168
2,2021,6,17,2,168
4,2021,6,17,3,168
6,2021,6,17,4,168
33,2021,6,17,5,168
113,2021,6,17,6,168
307,2021,6,17,7,168
226,2021,6,17,8,168
156,2021,6,17,9,168
119,2021,6,17,10,168
131,2021,6,17,11,168
154,2021,6,17,12,168
152,2021,6,17,13,168
165,2021,6,17,14,168
133,2021,6,17,15,168
194,2021,6,17,16,168
236,2021,6,17,17,168
234,2021,6,17,18,168
128,2021,6,17,19,168
104,2021,6,17,20,168
64,2021,6,17,21,168
57,2021,6,17,22,168
30,2021,6,17,23,168
9,2021,6,18,0,169
0,2021,6,18,1,169
1,2021,6,18,2,169
3,2021,6,18,3,169
7,2021,6,18,4,169
31,2021,6,18,5,169
104,2021,6,18,6,169
245,2021,6,18,7,169
218,2021,6,18,8,169
132,2021,6,18,9,169
114,2021,6,18,10,169
125,2021,6,18,11,169
153,2021,6,18,12,169
151,2021,6,18,13,169
122,2021,6,18,14,169
143,2021,6,18,15,169
